"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_instructions4","correct_keyboard_response","correct_response","correct_stim","count_ISI","count_block_one","count_block_two","count_break","count_experiment","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_instructions4","count_keyboard_response","count_logger","count_new_inline_javascript","count_stim","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","false_response","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_one","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break","response_instructions1","response_instructions2","response_instructions3","response_instructions4","response_keyboard_response","response_stim","response_time","response_time_break","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_instructions4","response_time_keyboard_response","response_time_stim","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim","subject_nr","subject_parity","time_ISI","time_block_one","time_block_two","time_break","time_experiment","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_instructions4","time_keyboard_response","time_logger","time_new_inline_javascript","time_stim","time_trial_sequence","title","total_correct","total_response_time","total_responses","true_false","true_response","uniform_coordinates","width"
"0","0","1000.0392156862745","1000.0392156862745","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","152","0","0","0","0","152","0","0","0","0","152","152","0","152","152","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","61","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1154","2","legacy","1024","2","48000","-16","experiment","Apples are food.","0","even","555953","32704","349013","329963","2596","555448","2701","7982","17308","27533","556154","557155","2695","554289","554284","Sentence_verification","0","153006","153","TRUE","m","yes","1024"
"0","0","1000.038961038961","1000.038961038961","black","legacy","legacy","legacy","0","S1.","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","153","0","0","0","0","153","0","0","0","0","153","153","0","153","153","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","62","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1130","2","legacy","1024","2","48000","-16","experiment","A pecan is a nut.","0","even","558846","32704","349013","329963","2596","558343","2701","7982","17308","27533","559046","560046","2695","557208","557204","Sentence_verification","0","154006","154","TRUE","m","yes","1024"
"0","0","1000.0387096774193","1000.0387096774193","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","154","0","0","0","0","154","0","0","0","0","154","154","0","154","154","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","63","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1816","2","legacy","1024","2","48000","-16","experiment","A boulder is small.","0","even","562432","32704","349013","329963","2596","561928","2701","7982","17308","27533","562632","563633","2695","560107","560103","Sentence_verification","0","155006","155","FALSE","m","yes","1024"
"0","0","1000.0512820512821","1000.0512820512821","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","155","0","0","0","0","155","0","0","0","0","155","155","0","155","155","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","64","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1002","19048","5252","9317","10221","5171","1002","1245","2","legacy","1024","2","48000","-16","experiment","Beans have protein.","0","even","565447","32704","349013","329963","2596","564943","2701","7982","17308","27533","565647","566650","2695","563693","563688","Sentence_verification","0","156008","156","TRUE","m","yes","1024"
"0","0","1000.0509554140127","1000.0509554140127","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","156","0","0","0","0","156","0","0","0","0","156","156","0","156","156","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","65","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","3080","2","legacy","1024","2","48000","-16","experiment","An optometrist has a drill.","0","even","570308","32704","349013","329963","2596","569804","2701","7982","17308","27533","570508","571509","2695","566718","566714","Sentence_verification","0","157008","157","FALSE","m","yes","1024"
"0","0","1000.0506329113924","1000.0506329113924","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","157","0","0","0","0","157","0","0","0","0","157","157","0","157","157","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","66","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1574","2","legacy","1024","2","48000","-16","experiment","February is a month.","0","even","573653","32704","349013","329963","2596","573149","2701","7982","17308","27533","573853","574854","2695","571570","571565","Sentence_verification","0","158008","158","TRUE","m","yes","1024"
"0","0","1000.0503144654089","1000.0503144654089","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","158","0","0","0","0","158","0","0","0","0","158","158","0","158","158","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","67","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1467","2","legacy","1024","2","48000","-16","experiment","A private has authority.","0","even","576899","32704","349013","329963","2596","576389","2701","7982","17308","27533","577099","578100","2695","574917","574912","Sentence_verification","0","159008","159","FALSE","m","yes","1024"
"0","0","1000.05","1000.05","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","159","0","0","0","0","159","0","0","0","0","159","159","0","159","159","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","68","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","783","2","legacy","1024","2","48000","-16","experiment","August has days.","0","even","579443","32704","349013","329963","2596","578939","2701","7982","17308","27533","579643","580644","2695","578151","578148","Sentence_verification","0","160008","160","TRUE","m","yes","1024"
"0","0","1000.0496894409938","1000.0496894409938","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","160","0","0","0","0","160","0","0","0","0","160","160","0","160","160","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","69","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","2303","2","legacy","1024","2","48000","-16","experiment","A biography is a book.","0","even","583509","32704","349013","329963","2596","583005","2701","7982","17308","27533","583709","584710","2695","580696","580693","Sentence_verification","0","161008","161","TRUE","m","yes","1024"
"0","0","1000.0493827160494","1000.0493827160494","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","161","0","0","0","0","161","0","0","0","0","161","161","0","161","161","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","70","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1723","2","legacy","1024","2","48000","-16","experiment","A major is a captain.","0","even","587002","32704","349013","329963","2596","586499","2701","7982","17308","27533","587203","588204","2695","584771","584766","Sentence_verification","0","162008","162","FALSE","m","yes","1024"
"0","0","1000.0490797546013","1000.0490797546013","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","162","0","0","0","0","162","0","0","0","0","162","162","0","162","162","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","71","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","2017","2","legacy","1024","2","48000","-16","experiment","A hall has a ceiling.","0","even","590783","32704","349013","329963","2596","590279","2701","7982","17308","27533","590983","591984","2695","588257","588253","Sentence_verification","0","163008","163","TRUE","m","yes","1024"
"0","0","1000.0487804878048","1000.0487804878048","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","163","0","0","0","0","163","0","0","0","0","163","163","0","163","163","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","72","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1534","2","legacy","1024","2","48000","-16","experiment","June has snow.","0","even","594083","32704","349013","329963","2596","593579","2701","7982","17308","27533","594283","595284","2695","592040","592036","Sentence_verification","0","164008","164","FALSE","m","yes","1024"
"0","0","1000.0484848484848","1000.0484848484848","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","164","0","0","0","0","164","0","0","0","0","164","164","0","164","164","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","73","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2073","2","legacy","1024","2","48000","-16","experiment","A chiropractor is a lawyer.","0","even","597933","32704","349013","329963","2596","597429","2701","7982","17308","27533","598134","599135","2695","595344","595339","Sentence_verification","0","165008","165","FALSE","m","yes","1024"
"0","0","1000.0481927710844","1000.0481927710844","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","165","0","0","0","0","165","0","0","0","0","165","165","0","165","165","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","74","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1331","2","legacy","1024","2","48000","-16","experiment","Sandstone is edible.","0","even","601030","32704","349013","329963","2596","600526","2701","7982","17308","27533","601230","602231","2695","599187","599183","Sentence_verification","0","166008","166","FALSE","m","yes","1024"
"0","0","1000.0479041916168","1000.0479041916168","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","166","0","0","0","0","166","0","0","0","0","166","166","0","166","166","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","75","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1301","2","legacy","1024","2","48000","-16","experiment","An onion is a tool.","0","even","604109","32704","349013","329963","2596","603605","2701","7982","17308","27533","604310","605311","2695","602293","602288","Sentence_verification","0","167008","167","FALSE","m","yes","1024"
"0","0","1000.047619047619","1000.047619047619","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","167","0","0","0","0","167","0","0","0","0","167","167","0","167","167","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","76","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1086","2","legacy","1024","2","48000","-16","experiment","A pantry has shelves.","0","even","606953","32704","349013","329963","2596","606449","2701","7982","17308","27533","607154","608155","2695","605358","605355","Sentence_verification","0","168008","168","TRUE","m","yes","1024"
"0","0","1000.0473372781065","1000.0473372781065","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","168","0","0","0","0","168","0","0","0","0","168","168","0","168","168","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","77","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1273","2","legacy","1024","2","48000","-16","experiment","A radish is squash.","0","even","609998","32704","349013","329963","2596","609494","2701","7982","17308","27533","610199","611200","2695","608216","608212","Sentence_verification","0","169008","169","FALSE","m","yes","1024"
"0","0","1000.0470588235294","1000.0470588235294","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","169","0","0","0","0","169","0","0","0","0","169","169","0","169","169","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","78","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","868","2","legacy","1024","2","48000","-16","experiment","Shale is mineral.","0","even","612638","32704","349013","329963","2596","612134","2701","7982","17308","27533","612840","613847","2695","611260","611256","Sentence_verification","0","170008","170","TRUE","m","yes","1024"
"0","0","1000.046783625731","1000.046783625731","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","170","0","0","0","0","170","0","0","0","0","170","170","0","170","170","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","79","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1592","2","legacy","1024","2","48000","-16","experiment","Vodka is a soft drink.","0","even","616013","32704","349013","329963","2596","615509","2701","7982","17308","27533","616213","617214","2695","613912","613907","Sentence_verification","0","171008","171","FALSE","m","yes","1024"
"0","0","1000.046511627907","1000.046511627907","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","0","171","0","0","0","0","171","0","0","0","0","171","171","0","171","171","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","80","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2986","2","legacy","1024","2","48000","-16","experiment","A pebble is solid.","0","even","620768","32704","349013","329963","2596","620264","2701","7982","17308","27533","620968","621969","2695","617273","617269","Sentence_verification","0","172008","172","TRUE","m","yes","1024"
"0","0","1000.0462427745665","1000.0462427745665","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","172","0","0","0","0","172","0","0","0","0","172","172","0","172","172","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","81","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1560","2","legacy","1024","2","48000","-16","experiment","Lettuce is white.","0","even","624103","32704","349013","329963","2596","623594","2701","7982","17308","27533","624303","625304","2695","622029","622024","Sentence_verification","0","173008","173","FALSE","m","yes","1024"
"0","0","1000.0459770114943","1000.0459770114943","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","173","0","0","0","0","173","0","0","0","0","173","173","0","173","173","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","82","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","939","2","legacy","1024","2","48000","-16","experiment","Bananas are yellow.","0","even","626813","32704","349013","329963","2596","626309","2701","7982","17308","27533","627013","628014","2695","625365","625361","Sentence_verification","0","174008","174","TRUE","m","yes","1024"
"0","0","1000.0457142857143","1000.0457142857143","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","174","0","0","0","0","174","0","0","0","0","174","174","0","174","174","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","83","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","886","2","legacy","1024","2","48000","-16","experiment","A maple is a maple.","0","even","629468","32704","349013","329963","2596","628964","2701","7982","17308","27533","629668","630669","2695","628073","628068","Sentence_verification","0","175008","175","TRUE","m","yes","1024"
"0","0","1000.0454545454545","1000.0454545454545","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","175","0","0","0","0","175","0","0","0","0","175","175","0","175","175","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","84","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2220","2","legacy","1024","2","48000","-16","experiment","A dentist has fans.","0","even","633458","32704","349013","329963","2596","632954","2701","7982","17308","27533","633658","634659","2695","630729","630724","Sentence_verification","0","176008","176","FALSE","m","yes","1024"
"0","0","1000.0451977401129","1000.0451977401129","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","176","0","0","0","0","176","0","0","0","0","176","176","0","176","176","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","85","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1654","2","legacy","1024","2","48000","-16","experiment","Hamburger has drumsticks.","0","even","636879","32704","349013","329963","2596","636375","2701","7982","17308","27533","637080","638081","2695","634715","634711","Sentence_verification","0","177008","177","FALSE","m","yes","1024"
"0","0","1000.0449438202247","1000.0449438202247","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","177","0","0","0","0","177","0","0","0","0","177","177","0","177","177","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","86","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2339","2","legacy","1024","2","48000","-16","experiment","A soldier is a civilian.","0","even","640988","32704","349013","329963","2596","640484","2701","7982","17308","27533","641188","642189","2695","638140","638136","Sentence_verification","0","178008","178","FALSE","m","yes","1024"
"0","0","1000.0446927374302","1000.0446927374302","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","178","0","0","0","0","178","0","0","0","0","178","178","0","178","178","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","87","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1978","2","legacy","1024","2","48000","-16","experiment","Lava is quartz.","0","even","644738","32704","349013","329963","2596","644234","2701","7982","17308","27533","644938","645939","2695","642251","642247","Sentence_verification","0","179008","179","FALSE","m","yes","1024"
"0","0","1000.0444444444445","1000.0444444444445","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","179","0","0","0","0","179","0","0","0","0","179","179","0","179","179","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","88","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2773","2","legacy","1024","2","48000","-16","experiment","A corvette is an airplane.","0","even","649283","32704","349013","329963","2596","648779","2701","7982","17308","27533","649483","650484","2695","646001","645997","Sentence_verification","0","180008","180","FALSE","m","yes","1024"
"0","0","1000.0441988950276","1000.0441988950276","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","180","0","0","0","0","180","0","0","0","0","180","180","0","180","180","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","89","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1247","2","legacy","1024","2","48000","-16","experiment","A bean is grown.","0","even","652304","32704","349013","329963","2596","651800","2701","7982","17308","27533","652504","653505","2695","650542","650538","Sentence_verification","0","181008","181","TRUE","m","yes","1024"
"0","0","1000.0439560439561","1000.0439560439561","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","181","0","0","0","0","181","0","0","0","0","181","181","0","181","181","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","90","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2994","2","legacy","1024","2","48000","-16","experiment","A peanut is flat.","0","even","657068","32704","349013","329963","2596","656564","2701","7982","17308","27533","657268","658269","2695","653565","653561","Sentence_verification","0","182008","182","FALSE","m","yes","1024"
"0","0","1000.0437158469946","1000.0437158469946","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","182","0","0","0","0","182","0","0","0","0","182","182","0","182","182","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","91","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2683","2","legacy","1024","2","48000","-16","experiment","A sahuara has lemons.","0","even","661529","32704","349013","329963","2596","661025","2701","7982","17308","27533","661729","662730","2695","658331","658326","Sentence_verification","0","183008","183","FALSE","m","yes","1024"
